TimesheetId,EmployeeId,EmployeeName,Grade,Discipline,LineManager,DeliveryUnit,WorkDate,ProjectCode,ProjectName,Hours
TS01404,E037,Employee 37,Junior,Cloud,Alice Popescu,DU Insurance,2026-07-18,PRJ01,Banking App,8.0
TS01405,E037,Employee 37,Junior,Cloud,Alice Popescu,DU Insurance,2026-07-19,PRJ01,Banking App,6.0
TS01406,E037,Employee 37,Junior,Cloud,Alice Popescu,DU Insurance,2026-07-22,PRJ02,Payments Platform,8.0
TS01407,E037,Employee 37,Junior,Cloud,Alice Popescu,DU Insurance,2026-07-28,PRJ01,Banking App,8.0
TS01408,E037,Employee 37,Junior,Cloud,Alice Popescu,DU Insurance,2026-07-29,PRJ04,CRM Modernization,6.0
TS01409,E037,Employee 37,Junior,Cloud,Alice Popescu,DU Insurance,2026-07-30,PRJ03,Data Lake,7.5
TS01410,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-01,PRJ03,Data Lake,0.0
TS01411,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-02,PRJ04,CRM Modernization,7.5
TS01412,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-04,PRJ04,CRM Modernization,0.0
TS01413,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-05,PRJ-02,Payments Platform,0.0
TS01414,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-06,PRJ03,Data Lake,7.5
TS01415,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-07,PRJ01,Banking App,0.0
TS01416,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-08,PRJ02,Payments Platform,4.0
TS01417,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-10,PRJ02,payments platform,0.0
TS01418,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-12,PRJ03,Data Lake,6.0
TS01419,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-13,PRJ02,Payments Platform,8.0
TS01420,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-15,PRJ02,,0.0
TS01421,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-17,PRJ04,CRM Modernization,8.0
TS01422,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-19,PRJ03,Data Lake,7.5
TS01423,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-21,PRJ01,Banking App,4.0
TS01424,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-22,PRJ02,Payments Platform,0.0
TS01425,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-23,PRJ03,Data Lake,7.5
TS01426,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-24,PRJ04,CRM Modernization,7.5
TS01427,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-25,PRJ02,Payments Platform,8.0
TS01428,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-27,PRJ01,Banking App,6.0
TS01429,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-28,PRJ02,Payments Platform,8.0
TS01430,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-06-30,PRJ01,Banking App,4.0
TS01431,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-02,PRJ04,CRM Modernization,8.0
TS01432,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-04,PRJ01,Banking App,7.5
TS01433,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-05,PRJ02,Payments Platform,0.0
TS01434,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-08,PRJ01,Banking App,4.0
TS01435,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-09,PRJ-01,Banking App,0.0
TS01436,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-10,PRJ04,CRM Modernization,8.0
TS01437,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-12,PRJ03,Data Lake,8.0
TS01438,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-16,PRJ03,Data Lake,4.0
TS01439,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-18,PRJ-04,CRM Modernization,8.0
TS01440,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-19,PRJ02,Payments Platform,8.0
TS01441,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-20,PRJ02,Payments Platform,8.0
TS01442,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-22,PRJ04,CRM Modernization,7.5
TS01443,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-23,PRJ02,Payments Platform,8.0
TS01444,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-24,PRJ02,Payments Platform,8.0
TS01445,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-26,PRJ04,crm modernization,8.0
TS01446,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-28,PRJ02,payments platform,8.0
TS01447,e038,Employee 38,Mid,Cloud,Alice Popescu,DU Payments,2026-07-30,PRJ04,CRM Modernization,6.0
TS01448,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-03,PRJ03,Data Lake,8.0
TS01449,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-07,PRJ04,CRM Modernization,7.5
TS01450,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-08,PRJ03,Data Lake,7.5
TS01451,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-09,PRJ02,Payments Platform,8.0
TS01452,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-10,PRJ-02,Payments Platform,8.0
TS01453,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-11,PRJ01,Banking App,7.5
TS01454,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-14,PRJ01,Banking App,7.5
TS01455,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-15,PRJ04,CRM Modernization,6.0
TS01456,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-16,PRJ01,Banking App,8.0
TS01457,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-17,PRJ04,CRM Modernization,4.0
TS01458,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-18,PRJ03,Data Lake,8.0
TS01459,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-22,PRJ03,Data Lake,0.0
TS01460,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-23,PRJ02,Payments Platform,8.0
TS01461,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-24,PRJ02,Payments Platform,0.0
TS01462,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-25,PRJ03,Data Lake,0.0
TS01463,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-26,PRJ04,CRM Modernization,8.0
TS01464,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-27,PRJ01,Banking App,8.0
TS01465,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-06-30,PRJ02,Payments Platform,7.5
TS01466,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-01,PRJ02,Payments Platform,8.0
TS01467,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-02,PRJ03,Data Lake,8.0
TS01468,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-03,PRJ04,CRM Modernization,0.0
TS01469,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-04,PRJ02,Payments Platform,4.0
TS01470,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-05,PRJ03,Data Lake,7.5
TS01471,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-07,PRJ02,Payments Platform,6.0
TS01472,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-08,PRJ01,Banking App,8.0
TS01473,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-09,PRJ03,Data Lake,8.0
TS01474,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-10,PRJ01,Banking App,4.0
TS01475,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-11,PRJ02,Payments Platform,4.0
TS01476,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-12,PRJ02,Payments Platform,7.5
TS01477,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-13,PRJ04,CRM Modernization,8.0
TS01478,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-16,PRJ02,Payments Platform,8.0
TS01479,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-19,PRJ02,Payments Platform,8.0
TS01480,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-20,PRJ02,Payments Platform,8.0
TS01481,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-22,PRJ04,CRM Modernization,7.5
TS01482,E039,Employee 39,Mid,Cloud,Mihai Ionescu,DU Insurance,2026-07-28,PRJ02,Payments Platform,8.0
TS01483,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-01,PRJ04,CRM Modernization,6.0
TS01484,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-03,PRJ02,Payments Platform,6.0
TS01485,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-04,PRJ01,Banking App,8.0
TS01486,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-05,PRJ04,CRM Modernization,7.5
TS01487,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-06,PRJ03,Data Lake,4.0
TS01488,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-07,PRJ01,Banking App,7.5
TS01489,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-08,PRJ03,Data Lake,8.0
TS01490,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-10,PRJ01,Banking App,6.0
TS01491,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-12,PRJ04,CRM Modernization,8.0
TS01492,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-14,PRJ04,,4.0
TS01493,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-15,PRJ04,CRM Modernization,0.0
TS01494,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-16,PRJ03,Data Lake,0.0
TS01495,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-17,PRJ03,data lake,4.0
TS01496,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-18,PRJ01,Banking App,6.0
TS01497,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-20,PRJ04,CRM Modernization,6.0
TS01498,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-25,PRJ-04,CRM Modernization,6.0
TS01499,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-26,PRJ01,Banking App,4.0
TS01500,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-27,PRJ01,Banking App,4.0
TS01501,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-06-29,PRJ01,Banking App,6.0
TS01502,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-01,PRJ01,Banking App,7.5
TS01503,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-03,PRJ01,Banking App,8.0
TS01503,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-03,PRJ01,Banking App,8.0
TS01504,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-04,PRJ04,CRM Modernization,0.0
TS01505,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-05,PRJ02,Payments Platform,6.0
TS01506,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-08,PRJ03,Data Lake,8.0
TS01507,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-09,PRJ04,CRM Modernization,6.0
TS01508,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-11,PRJ01,Banking App,7.5
TS01509,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-12,PRJ02,Payments Platform,0.0
TS01510,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-14,PRJ02,Payments Platform,0.0
TS01511,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-16,PRJ04,CRM Modernization,7.5
TS01512,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-18,PRJ02,Payments Platform,0.0
TS01513,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-21,PRJ04,CRM Modernization,8.0
TS01514,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-22,PRJ01,Banking App,4.0
TS01515,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-23,PRJ04,CRM Modernization,8.0
TS01516,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-24,PRJ02,payments platform,0.0
TS01517,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-25,PRJ01,Banking App,7.5
TS01518,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-26,PRJ02,Payments Platform,6.0
TS01519,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-27,PRJ01,Banking App,7.5
TS01520,E040,Employee 40,Mid,Cloud,Alice Popescu,DU Insurance,2026-07-29,PRJ04,CRM Modernization,8.0
TS01521,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-01,PRJ04,CRM Modernization,8.0
TS01522,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-02,PRJ04,CRM Modernization,8.0
TS01523,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-04,PRJ01,Banking App,8.0
TS01524,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-06,PRJ01,Banking App,7.5
TS01525,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-07,PRJ04,CRM Modernization,4.0
TS01526,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-08,PRJ01,Banking App,0.0
TS01527,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-11,PRJ04,CRM Modernization,8.0
TS01528,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-12,PRJ01,Banking App,8.0
TS01529,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-14,PRJ01,Banking App,4.0
TS01530,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-15,PRJ03,Data Lake,7.5
TS01531,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-16,PRJ01,Banking App,8.0
TS01532,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-17,PRJ03,Data Lake,8.0
TS01533,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-18,PRJ03,Data Lake,6.0
TS01534,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-19,PRJ-02,Payments Platform,6.0
TS01535,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-20,PRJ04,CRM Modernization,4.0
TS01536,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-22,PRJ03,Data Lake,0.0
TS01537,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-23,PRJ-04,CRM Modernization,8.0
TS01538,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-24,PRJ01,Banking App,4.0
TS01539,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-06-28,PRJ02,Payments Platform,4.0
TS01540,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-02,PRJ01,Banking App,6.0
TS01541,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-04,PRJ02,Payments Platform,4.0
TS01542,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-05,PRJ04,CRM Modernization,8.0
TS01543,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-06,PRJ01,Banking App,8.0
TS01544,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-07,PRJ04,CRM Modernization,8.0
TS01545,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-08,PRJ04,CRM Modernization,6.0
TS01546,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-09,PRJ03,Data Lake,8.0
TS01547,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-10,PRJ02,Payments Platform,8.0
TS01548,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-11,PRJ03,Data Lake,6.0
TS01549,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-12,PRJ03,Data Lake,6.0
TS01550,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-13,PRJ01,Banking App,8.0
TS01551,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-14,PRJ04,CRM Modernization,8.0
TS01552,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-16,PRJ02,Payments Platform,8.0
TS01553,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-17,PRJ04,CRM Modernization,6.0
TS01554,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-18,PRJ02,Payments Platform,6.0
TS01555,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-19,PRJ04,CRM Modernization,8.0
TS01556,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-20,PRJ03,Data Lake,0.0
TS01557,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-21,PRJ04,,7.5
TS01558,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-22,PRJ02,,4.0
TS01559,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-24,PRJ-03,Data Lake,6.0
TS01560,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-25,PRJ02,Payments Platform,8.0
TS01561,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-26,PRJ04,CRM Modernization,8.0
TS01562,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-27,PRJ04,CRM Modernization,8.0
TS01563,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-28,PRJ03,Data Lake,7.5
TS01564,E041,Employee 41,Senior,Data,Laura Stan,DU Insurance,2026-07-30,PRJ04,CRM Modernization,6.0
TS01565,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-01,PRJ02,Payments Platform,6.0
TS01566,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-02,PRJ01,Banking App,4.0
TS01567,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-03,PRJ03,Data Lake,8.0
TS01568,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-04,PRJ03,Data Lake,8.0
TS01569,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-06,PRJ04,CRM Modernization,0.0
TS01570,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-09,PRJ01,Banking App,0.0
TS01571,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-11,PRJ03,Data Lake,6.0
TS01572,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-12,PRJ01,Banking App,8.0
TS01573,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-14,PRJ03,Data Lake,8.0
TS01574,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-15,PRJ03,Data Lake,7.5
TS01575,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-16,PRJ-03,,8.0
TS01576,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-17,PRJ02,Payments Platform,4.0
TS01577,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-19,PRJ03,Data Lake,8.0
TS01578,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-20,PRJ02,Payments Platform,8.0
TS01579,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-21,PRJ01,Banking App,8.0
TS01580,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-22,PRJ03,Data Lake,8.0
TS01581,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-24,PRJ-04,CRM Modernization,8.0
TS01582,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-25,PRJ04,CRM Modernization,8.0
TS01583,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-26,PRJ01,Banking App,4.0
TS01584,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-28,PRJ02,Payments Platform,7.5
TS01585,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-29,PRJ-04,CRM Modernization,0.0
TS01586,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-30,PRJ03,Data Lake,8.0
TS01587,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-07-05,PRJ03,Data Lake,0.0
TS01588,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-07-06,PRJ02,Payments Platform,8.0
TS01589,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-07-10,PRJ04,CRM Modernization,6.0
TS01590,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-07-13,PRJ01,banking app,7.5
TS01591,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-07-15,PRJ-03,data lake,7.5
TS01592,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-07-18,PRJ04,CRM Modernization,8.0
TS01593,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-07-20,PRJ01,Banking App,0.0
TS01594,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-07-21,PRJ01,Banking App,8.0
TS01595,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-07-22,PRJ01,Banking App,8.0
TS01596,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-07-23,PRJ02,Payments Platform,7.5
TS01597,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-07-24,PRJ02,Payments Platform,8.0
TS01598,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-07-25,PRJ03,Data Lake,4.0
TS01599,E042,Employee 42,Mid,Cloud,Mihai Ionescu,DU Banking,2026-07-30,PRJ02,payments platform,0.0
TS01600,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-01,PRJ-03,Data Lake,8.0
TS01601,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-03,PRJ04,CRM Modernization,7.5
TS01602,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-04,PRJ03,Data Lake,0.0
TS01603,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-06,PRJ01,Banking App,8.0
TS01604,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-07,PRJ01,Banking App,7.5
TS01605,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-08,PRJ03,Data Lake,6.0
TS01606,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-09,PRJ02,Payments Platform,8.0
TS01607,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-12,PRJ03,Data Lake,6.0
TS01608,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-14,PRJ02,Payments Platform,8.0
TS01609,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-15,PRJ02,Payments Platform,6.0
TS01610,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-16,PRJ01,Banking App,6.0
TS01611,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-18,PRJ02,Payments Platform,4.0
TS01612,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-19,PRJ01,Banking App,0.0
TS01613,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-23,PRJ02,Payments Platform,0.0
TS01614,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-24,PRJ03,Data Lake,6.0
TS01615,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-25,PRJ04,CRM Modernization,4.0
TS01616,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-26,PRJ01,Banking App,7.5
TS01617,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-27,PRJ04,CRM Modernization,4.0
TS01618,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-28,PRJ01,Banking App,7.5
TS01619,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-29,PRJ04,CRM Modernization,4.0
TS01620,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-06-30,PRJ03,Data Lake,4.0
TS01621,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-07-01,PRJ01,Banking App,8.0
TS01622,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-07-02,PRJ03,Data Lake,8.0
TS01623,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-07-04,PRJ04,CRM Modernization,0.0
TS01624,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-07-05,PRJ04,CRM Modernization,8.0
TS01625,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-07-06,PRJ01,Banking App,8.0
TS01626,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-07-08,PRJ04,CRM Modernization,7.5
TS01627,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-07-09,PRJ01,Banking App,0.0
TS01628,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-07-11,PRJ-02,Payments Platform,7.5
TS01629,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-07-14,PRJ03,Data Lake,0.0
TS01630,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-07-15,PRJ03,Data Lake,0.0
TS01631,E043,Employee 43,Mid,BI,Alice Popescu,DU Payments,2026-07-16,PRJ04,CRM Modernization,7.5
